中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,512 Mbps,65638 kB/s
129.146.46.164,443,129.146.46.164,250 Mbps,32051 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,69 ms,277 Mbps,35532 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,66 ms,308 Mbps,39526 kB/s
192.9.158.188,443,2a09:bac5:6445:1250::1d3:71,US,San Jose,隧道,75 ms,152 Mbps,19456 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,39 ms,724 Mbps,92672 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,218 Mbps,27955 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,304 Mbps,38912 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,3 Mbps,466 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,2 Mbps,325 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,218 Mbps,27955 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,95 ms,101 Mbps,13004 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,357 Mbps,45772 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,517 Mbps,66252 kB/s
130.162.181.138,443,2a0b:21c0:100a:1b2:0:8f97:5a74:415d,DE,Frankfurt,隧道,99 ms,203 Mbps,26009 kB/s
130.61.23.77,443,130.61.23.77,102 Mbps,13107 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,217 Mbps,27852 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,68 ms,315 Mbps,40345 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,74 ms,278 Mbps,35635 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,63 ms,259 Mbps,33177 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,207 Mbps,26521 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,93 ms,44 Mbps,5749 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,49 Mbps,6330 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,297 Mbps,38092 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,143 ms,207 Mbps,26521 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,444 Mbps,56934 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,93 ms,2 Mbps,293 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,64 ms,299 Mbps,38297 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,84 ms,223 Mbps,28569 kB/s
129.159.31.192,443,2a0b:21c0:1007:1c9:0:af9a:720a:290f,DE,Frankfurt,隧道,93 ms,204 Mbps,26112 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,136 ms,310 Mbps,39731 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,86 ms,213 Mbps,27340 kB/s
130.162.186.92,443,163.123.193.7,DE,Frankfurt,隧道,92 ms,216 Mbps,27648 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,85 ms,8 Mbps,1065 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,105 ms,42 Mbps,5395 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,86 Mbps,11059 kB/s
141.144.207.206,443,2606:f240:f00:2be4:0:7f58:4564:774c,US,Frankfurt,隧道,92 ms,207 Mbps,26521 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,132 ms,17 Mbps,2297 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,100 ms,231 Mbps,29593 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,193 ms,29 Mbps,3827 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,101 Mbps,13004 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,186 ms,91 Mbps,11673 kB/s
141.148.225.108,443,2a0b:21c0:100a:1b5:0:626a:95a0:4b5a,DE,Frankfurt,隧道,127 ms,135 Mbps,17305 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,182 ms,359 Mbps,45977 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,22 Mbps,2830 kB/s
8.222.132.145,443,8.219.142.198,SG,Singapore,隧道,241 ms,54 Mbps,6990 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,93 ms,52 Mbps,6684 kB/s
144.22.252.124,443,144.22.252.124,BR,S
