中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,27 ms,696 Mbps,89190 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,274 Mbps,35123 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,68 ms,354 Mbps,45363 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,69 ms,46 Mbps,5899 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,133 ms,255 Mbps,32665 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,240 Mbps,30822 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,27 ms,392 Mbps,50176 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,4 ms,1384 Mbps,177152 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,65 ms,352 Mbps,45158 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,315 Mbps,40345 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,3 ms,32 Mbps,4209 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,103 Mbps,13209 kB/s
158.101.210.88,443,163.123.193.5,DE,Frankfurt,隧道,92 ms,241 Mbps,30924 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,326 Mbps,41779 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,284 Mbps,36352 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,88 ms,216 Mbps,27648 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,53 ms,618 Mbps,79155 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,45 ms,1616 Mbps,206848 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,72 ms,244 Mbps,31232 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,10 ms,470 Mbps,60211 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,229 Mbps,29388 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,219 Mbps,28057 kB/s
99.83.209.185,443,3.87.121.25,US,Ashburn,隧道,61 ms,2424 Mbps,310272 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,88 ms,217 Mbps,27852 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,73 ms,84 Mbps,10752 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,63 ms,44 Mbps,5644 kB/s
146.190.116.221,443,146.190.116.221,US,San Jose,中转,73 ms,263 Mbps,33689 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,261 Mbps,33484 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,136 ms,62 Mbps,8030 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,322 Mbps,41267 kB/s
34.82.76.253,443,34.19.102.69,US,Seattle,隧道,65 ms,352 Mbps,45158 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,95 ms,260 Mbps,33280 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,99 ms,489 Mbps,62668 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,254 Mbps,32563 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,137 ms,49 Mbps,6275 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,67 ms,351 Mbps,44953 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,111 Mbps,14233 kB/s
144.22.252.124,443,144.22.252.124,BR,S
