中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,69 ms,374 Mbps,47923 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,39 ms,282 Mbps,36147 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,21 ms,374 Mbps,47923 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,72 ms,341 Mbps,43724 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,234 Mbps,30003 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,913 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,112 ms,45 Mbps,5867 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,43 Mbps,5597 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,385 Mbps,49356 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,659 Mbps,84377 kB/s
141.144.197.5,443,2a0b:21c0:1007:c8:0:2fdf:8c28:7dc7,DE,Frankfurt,隧道,89 ms,132 Mbps,16998 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,288 Mbps,36864 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,97 ms,356 Mbps,45670 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,202 Mbps,25907 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,90 ms,322 Mbps,41267 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,81 ms,1 Mbps,153 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,110 ms,183 Mbps,23449 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,128 Mbps,16486 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,79 ms,325 Mbps,41676 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,70 ms,43 Mbps,5573 kB/s
130.162.178.124,443,2a0b:21c0:1007:1c9:0:bf41:60ac:17a2,DE,Frankfurt,隧道,95 ms,114 Mbps,14643 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,69 ms,44 Mbps,5650 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,273 Mbps,35020 kB/s
130.61.23.77,443,130.61.23.77,196 Mbps,25190 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,70 ms,48 Mbps,6248 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,101 ms,50 Mbps,6457 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,83 ms,9 Mbps,1196 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,244 Mbps,31232 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,91 ms,296 Mbps,37888 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,69 ms,109 Mbps,14028 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,99 ms,45 Mbps,5862 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,90 ms,43 Mbps,5520 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,85 ms,410 Mbps,52531 kB/s
141.147.104.2,443,2a0b:21c0:100a:1f9:0:4da7:105c:8a1b,DE,Frankfurt,隧道,124 ms,106 Mbps,13619 kB/s
141.144.207.131,443,2a0b:21c0:1007:ca:0:9aa2:779:d172,DE,Frankfurt,隧道,89 ms,227 Mbps,29081 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,4 ms,68 Mbps,8812 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,101 ms,44 Mbps,5682 kB/s
144.21.39.183,443,2a0b:21c0:1007:1ca:0:ee57:be6d:980b,DE,Frankfurt,隧道,104 ms,208 Mbps,26624 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,83 ms,400 Mbps,51200 kB/s
