中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,816 Mbps,104448 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,251 Mbps,32153 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,62 ms,725 Mbps,92876 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,62 Mbps,8049 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,89 ms,428 Mbps,54784 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,338 Mbps,43315 kB/s
47.90.228.243,443,47.90.228.243,US,Ashburn,中转,80 ms,33 Mbps,4244 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,275 Mbps,35225 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,424 Mbps,54272 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,585 Mbps,74956 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,38 Mbps,4920 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,59 ms,312 Mbps,39936 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,57 ms,27 Mbps,3553 kB/s
35.197.23.75,443,35.185.254.49,US,Seattle,隧道,53 ms,457 Mbps,58572 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,Los Angeles,隧道,0 ms,39 Mbps,5034 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,358 Mbps,45875 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,68 ms,288 Mbps,36864 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,398 Mbps,50995 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,170 Mbps,21811 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,5932 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,190 Mbps,24371 kB/s
141.144.203.231,443,2606:f240:f00:dd8d:0:c137:d659:db71,US,Frankfurt,隧道,106 ms,105 Mbps,13516 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,184 Mbps,23654 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,420 Mbps,53760 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,113 ms,93 Mbps,11980 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,79 ms,36 Mbps,4679 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,99 ms,153 Mbps,19660 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,118 Mbps,15155 kB/s
47.253.104.12,443,47.251.149.53,US,San Jose,隧道,77 ms,2 Mbps,339 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,174 Mbps,22323 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,174 Mbps,22323 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,66 ms,104 Mbps,13414 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,71 ms,422 Mbps,54067 kB/s
35.230.79.26,443,35.185.254.49,US,Seattle,隧道,53 ms,389 Mbps,49868 kB/s
143.47.232.197,443,2a0b:21c0:100a:1f9:0:48d8:5f2c:635c,DE,Munich,隧道,140 ms,116 Mbps,14848 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,52 ms,45 Mbps,5801 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,104 ms,212 Mbps,27238 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,169 ms,100 Mbps,12902 kB/s
144.21.40.39,443,2606:f240:f00:b2ed:0:a05a:6a26:ad44,US,Frankfurt,隧道,113 ms,140 Mbps,18022 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,168 ms,96 Mbps,12288 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,126 ms,60 Mbps,7798 kB/s
132.226.31.178,443,2a09:bac1:76e0:e18::26b:3f,US,Los Angeles,隧道,69 ms,47 Mbps,6133 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,100 ms,84 Mbps,10854 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,34 Mbps,4477 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,216 ms,34 Mbps,4383 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,110 ms,177 Mbps,22732 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,55 ms,41 Mbps,5300 kB/s
144.22.252.124,443,144.22.252.124,BR,S
