中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,88 Mbps,11264 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,316 Mbps,40448 kB/s
35.197.23.75,443,34.19.50.134,US,Seattle,隧道,67 ms,328 Mbps,42086 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,88 ms,228 Mbps,29184 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,63 ms,34 Mbps,4426 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,320 Mbps,41062 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,71 ms,110 Mbps,14131 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,39 ms,348 Mbps,44646 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,86 ms,308 Mbps,39526 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,65 ms,43 Mbps,5586 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,255 Mbps,32665 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,186 Mbps,23859 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,38 ms,574 Mbps,73523 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,246 Mbps,31539 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,67 ms,496 Mbps,63488 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,329 Mbps,42188 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,267 Mbps,34201 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,86 ms,44 Mbps,5683 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,233 Mbps,29900 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,216 Mbps,27648 kB/s
158.101.11.22,443,2603:c020:e:4d00:dce9:917b:fdb8:24bc,US,Los Angeles,隧道,64 ms,46 Mbps,5926 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,42 Mbps,5450 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,73 ms,43 Mbps,5541 kB/s
34.82.76.253,443,34.83.21.22,US,Seattle,隧道,68 ms,340 Mbps,43622 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,68 ms,341 Mbps,43724 kB/s
130.61.23.77,443,130.61.23.77,137 Mbps,17612 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
35.230.79.26,443,34.19.50.134,US,Seattle,隧道,66 ms,344 Mbps,44134 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,238 Mbps,30515 kB/s
158.101.164.251,443,158.101.164.251,DE,Frankfurt,中转,86 ms,220 Mbps,28160 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,303 Mbps,38809 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,92 Mbps,11878 kB/s
138.2.175.121,443,2a0b:21c0:100a:1b7:0:3669:e15a:7eca,DE,Frankfurt,隧道,86 ms,144 Mbps,18432 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,124 Mbps,15974 kB/s
141.147.118.69,443,98.98.156.18,AE,Frankfurt,隧道,160 ms,136 Mbps,17408 kB/s
47.74.4.97,443,47.74.4.97,JP,Tokyo,中转,159 ms,26 Mbps,3374 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,235 ms,54 Mbps,6930 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,240 ms,51 Mbps,6645 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,219 ms,32 Mbps,4214 kB/s
64.110.103.69,443,64.110.103.69,19 Mbps,2464 kB/s
64.110.103.69,,,隧道,0 ms,null Mbps,null kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,229 ms,2 Mbps,296 kB/s
