中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,2144 Mbps,274432 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,683 Mbps,87449 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,2 ms,800 Mbps,102400 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,22 ms,696 Mbps,89088 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,2 ms,1472 Mbps,188416 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,46 ms,347 Mbps,44441 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,2 Mbps,360 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,29 ms,424 Mbps,54374 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,141 ms,30 Mbps,3848 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,128 Mbps,16384 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,62 ms,307 Mbps,39321 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,61 ms,400 Mbps,51200 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,190 Mbps,24371 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,64 ms,45 Mbps,5887 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,30 ms,443 Mbps,56729 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,87 ms,51 Mbps,6646 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,30 ms,960 Mbps,122880 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,124 Mbps,15872 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,26 ms,520 Mbps,66560 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,160 ms,35 Mbps,4550 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::20b:8d,KR,Seoul,隧道,145 ms,42 Mbps,5467 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,88 ms,23 Mbps,3055 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,165 ms,104 Mbps,13312 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,160 ms,33 Mbps,4290 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,43 Mbps,5601 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,76 ms,38 Mbps,4880 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,175 ms,110 Mbps,14131 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,156 ms,164 Mbps,20992 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,128 ms,152 Mbps,19558 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,52 ms,976 Mbps,124928 kB/s
129.80.240.73,443,2604:980:1003:ed:0:bb94:5912:f402,US,Ashburn,隧道,73 ms,264 Mbps,33792 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,152 ms,43 Mbps,5546 kB/s
152.70.254.192,443,217.142.144.225,KR,Seoul,隧道,147 ms,121 Mbps,15564 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,68 ms,976 Mbps,124928 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,83 ms,35 Mbps,4490 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,170 ms,36 Mbps,4705 kB/s
