中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,431 Mbps,55193 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,1048 Mbps,134144 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,449 Mbps,57548 kB/s
129.146.7.98,443,2a09:bac5:60eb:2632::3ce:50,US,Dallas,隧道,48 ms,95 Mbps,12185 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,188 Mbps,24166 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,54 ms,527 Mbps,67481 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,455 Mbps,58265 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,348 Mbps,44544 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,16 ms,742 Mbps,95027 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,49 ms,496 Mbps,63488 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,55 ms,534 Mbps,68403 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,51 ms,473 Mbps,60620 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,428 Mbps,54784 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,51 ms,468 Mbps,60006 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b3:0:ec89:1c0c:e10a,DE,Frankfurt,隧道,116 ms,230 Mbps,29491 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,64 Mbps,8265 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,42 Mbps,5483 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,245 Mbps,31436 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,49 ms,63 Mbps,8081 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,202 Mbps,25907 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,181 Mbps,23244 kB/s
129.146.16.219,443,129.146.16.219,US,Dallas,中转,67 ms,47 Mbps,6043 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,111 ms,265 Mbps,33996 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,120 ms,44 Mbps,5709 kB/s
129.146.209.97,443,129.146.209.97,US,Dallas,中转,65 ms,439 Mbps,56217 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,124 ms,76 Mbps,9729 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,125 ms,25 Mbps,3205 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,129 ms,46 Mbps,6009 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,114 ms,200 Mbps,25600 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,178 ms,121 Mbps,15564 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,134 Mbps,17203 kB/s
168.138.149.17,443,168.138.149.17,BR,S
