中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,641 Mbps,82124 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,80 ms,49 Mbps,6383 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,74 ms,384 Mbps,49254 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,515 Mbps,65945 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,240 Mbps,30720 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,271 Mbps,34713 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,267 Mbps,34201 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,81 ms,260 Mbps,33280 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,389 Mbps,49868 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,43 ms,376 Mbps,48230 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,67 ms,428 Mbps,54784 kB/s
141.147.79.170,443,2a0b:21c0:1007:cb:0:c84d:f892:ec13,DE,Amsterdam,隧道,110 ms,157 Mbps,20172 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,97 ms,203 Mbps,26009 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,86 ms,243 Mbps,31129 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,86 ms,386 Mbps,49459 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,83 ms,270 Mbps,34611 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,244 Mbps,31334 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,252 Mbps,32358 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,282 Mbps,36147 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,2 ms,98 Mbps,12595 kB/s
47.253.223.200,443,47.253.223.200,US,Ashburn,中转,53 ms,2 Mbps,293 kB/s
193.123.39.64,443,163.123.193.23,DE,Frankfurt,隧道,101 ms,230 Mbps,29491 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,145 ms,43 Mbps,5575 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,89 ms,373 Mbps,47820 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,25 ms,57 Mbps,7308 kB/s
47.88.24.237,443,47.88.24.237,US,San Jose,中转,81 ms,4 Mbps,565 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,101 ms,50 Mbps,6437 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,93 ms,376 Mbps,48128 kB/s
132.145.242.62,443,2a0b:21c0:1007:ca:0:698c:6822:551c,DE,Frankfurt,隧道,100 ms,144 Mbps,18432 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,95 ms,48 Mbps,6199 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,106 ms,304 Mbps,39014 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,189 ms,88 Mbps,11366 kB/s
141.144.200.67,443,2a0b:21c0:100a:1b2:0:224f:b042:7d83,DE,Frankfurt,隧道,109 ms,233 Mbps,29900 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,95 ms,47 Mbps,6066 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,81 ms,1 Mbps,196 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,120 ms,43 Mbps,5523 kB/s
